MaNhanVien,Tuoi,GioiTinh,TinhTrangHonNhan,DiaDiemLamViec,LoaiHopDong,TrinhDoHocVan,LinhVucDaoTao,PhongBan,ViTriCongViec,CapBacCongViec,TanSuatCongTac,LamThemGio,ThuNhapHangThang_VND,PhanTramTangLuong,KhoangCachNha_Km,HaiLong_CongViec,HaiLong_MoiTruong,CanBangCongViec_CuocSong,MucDoGanKetCongViec,HaiLong_QuanHe,DanhGiaHieuSuat,SoLanDaoTao_Nam,SoCongTyDaLam,TongNamKinhNghiem,SoNamTaiCongTy,SoNam_ViTriHienTai,SoNam_TuLanThangChuc,SoNam_VoiQuanLyHienTai,NghiViec
NV20260109,24,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Tiến sĩ,Khác,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Không,13700000,9,1,2,5,3,5,3,4,4,0,0,0,0,0,0,Không
NV20260110,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Ít,Không,14000000,9,11,3,1,3,3,3,3,1,2,6,1,1,0,1,Không
NV20260111,25,Nữ,Độc thân,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,2,Ít,Có,17000000,13,12,1,4,5,2,4,3,6,3,3,3,1,1,3,Có
NV20260112,21,Nam,Đã kết hôn,Đà Nẵng,Hợp đồng xác định thời hạn,Cao đẳng,Kỹ thuật,Nghiên cứu và Phát triển,Trưởng nhóm R&D,1,Ít,Không,13900000,3,6,4,2,4,3,5,3,1,2,0,0,0,0,0,Không
NV20260113,31,Nam,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Có,24200000,10,2,4,1,5,4,3,3,1,1,9,7,4,4,3,Có
NV20260114,21,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Kinh doanh,Trưởng nhóm kinh doanh,1,Không công tác,Không,14200000,8,5,5,2,3,5,2,4,0,5,0,0,0,0,0,Có
NV20260115,31,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Thạc sĩ,Kỹ thuật,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Không công tác,Không,17300000,8,9,3,2,2,3,4,3,3,2,5,2,1,2,1,Có
NV20260116,38,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Nhân sự,Chuyên viên tuyển dụng,2,Ít,Không,22600000,3,16,3,2,4,1,3,4,4,1,16,3,2,2,1,Có
NV20260117,39,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Thạc sĩ,Nhân sự,Vận hành,Nhân viên vận hành,4,Ít,Có,25700000,7,8,5,3,3,3,3,4,4,4,13,9,5,7,3,Không
NV20260118,32,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Kỹ thuật,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Ít,Có,19600000,9,3,5,3,2,4,4,3,6,0,14,2,1,1,2,Có
NV20260119,39,Nam,Ly hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Khác,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Không công tác,Không,22200000,13,18,2,1,4,5,5,2,4,3,15,2,1,1,1,Không
NV20260120,26,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Trưởng nhóm tài chính,1,Không công tác,Không,12300000,5,3,4,3,2,4,1,3,2,0,0,0,0,0,0,Không
NV20260121,30,Nữ,Ly hôn,Cần Thơ,Toàn thời gian,Đại học,Kinh tế,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,21200000,9,8,2,2,4,4,5,3,3,1,6,5,2,3,2,Không
NV20260122,36,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Tài chính,Kinh doanh,Quản lý kinh doanh,2,Ít,Không,19200000,8,13,5,4,5,3,3,3,3,1,9,3,1,2,1,Không
NV20260123,22,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,1,Ít,Không,12900000,12,5,2,3,4,4,3,3,3,3,0,0,0,0,0,Không
NV20260124,33,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Công nghệ thông tin,Kỹ sư dữ liệu,5,Không công tác,Không,32200000,14,10,3,2,1,2,4,3,2,1,14,13,7,9,9,Không
NV20260125,34,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Nhân sự,Vận hành,Điều phối viên,2,Thường xuyên,Không,17300000,14,3,3,1,4,3,2,4,5,3,7,2,1,1,1,Không
NV20260126,30,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Thạc sĩ,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Thường xuyên,Có,24200000,13,22,3,1,2,3,4,3,4,2,12,4,2,1,2,Có
NV20260127,37,Nữ,Ly hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,5,Không công tác,Không,32300000,8,3,4,2,3,3,5,4,4,1,13,13,10,9,8,Không
NV20260128,35,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Marketing,Nghiên cứu và Phát triển,Trưởng nhóm R&D,2,Ít,Không,22300000,10,6,3,4,3,4,3,2,1,1,11,2,1,1,1,Không
NV20260129,38,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Thạc sĩ,Kỹ thuật,Marketing,Trưởng nhóm marketing,3,Không công tác,Không,22300000,14,26,1,3,3,1,1,3,2,2,12,5,2,2,4,Không
NV20260130,30,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Không công tác,Không,15600000,11,14,4,4,5,2,3,1,4,1,6,1,0,0,1,Có
NV20260131,39,Nam,Đã kết hôn,Hải Phòng,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,4,Không công tác,Không,31300000,10,9,5,5,3,5,1,3,2,4,16,8,5,6,3,Không
NV20260132,32,Nữ,Đã kết hôn,Cần Thơ,Toàn thời gian,THPT,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,1,Thường xuyên,Không,16900000,19,8,4,2,4,4,4,4,2,1,5,1,0,1,1,Không
NV20260133,20,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Kỹ thuật,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Không,10600000,16,22,2,4,1,1,4,3,3,1,0,0,0,0,0,Có
NV20260134,37,Nam,Đã kết hôn,Hải Phòng,Thử việc,Đại học,Kỹ thuật,Vận hành,Trưởng nhóm vận hành,3,Thường xuyên,Có,24100000,5,5,4,4,2,3,2,4,4,4,15,5,3,2,4,Không
NV20260135,44,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Chuyên viên R&D,2,Không công tác,Không,27600000,6,22,4,5,4,5,2,4,6,1,26,3,2,1,2,Không
NV20260136,31,Nam,Độc thân,Bình Dương,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Nghiên cứu và Phát triển,Trưởng nhóm R&D,3,Ít,Không,23200000,8,23,4,3,5,1,3,1,4,0,10,4,2,2,3,Không
NV20260137,27,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Có,11300000,11,4,3,3,4,3,5,3,3,1,0,0,0,0,0,Không
NV20260138,32,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Cao đẳng,Khác,Vận hành,Điều phối viên,3,Ít,Không,23400000,6,5,4,2,3,3,5,3,3,1,6,6,3,2,4,Có
NV20260139,30,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Nhân sự,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,3,Ít,Không,23600000,8,14,5,3,1,4,4,3,5,2,7,7,4,3,5,Không
NV20260140,27,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Công nghệ thông tin,Kỹ sư dữ liệu,2,Không công tác,Không,19500000,9,13,3,3,5,4,1,3,4,1,8,3,1,1,1,Có
NV20260141,38,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Tài chính,Tài chính - Kế toán,Trưởng nhóm tài chính,2,Ít,Có,21500000,13,4,1,3,3,2,2,3,2,7,13,3,2,1,1,Không
NV20260142,32,Nữ,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Tài chính,Tài chính - Kế toán,Kế toán viên,3,Thường xuyên,Không,22000000,9,9,1,1,4,1,3,3,5,2,4,4,3,3,3,Không
NV20260143,30,Nữ,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Kinh tế,Vận hành,Điều phối viên,1,Không công tác,Có,10600000,3,3,5,3,3,4,4,2,5,4,0,0,0,0,0,Không
NV20260144,33,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,2,Ít,Có,15700000,7,4,5,3,3,5,2,4,6,2,2,2,1,1,2,Không
NV20260145,37,Nữ,Độc thân,Hà Nội,Toàn thời gian,Tiến sĩ,Khác,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Không công tác,Không,19700000,10,12,4,5,3,4,5,3,4,1,17,1,1,1,1,Không
NV20260146,32,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Tài chính,Marketing,Chuyên viên nội dung,3,Không công tác,Không,21700000,7,13,2,2,4,2,4,2,4,2,10,6,5,2,2,Không
NV20260147,32,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Tài chính,Nghiên cứu và Phát triển,Kỹ sư R&D,2,Ít,Có,19500000,11,16,4,5,1,4,5,2,4,1,11,3,2,2,2,Không
NV20260148,31,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Tài chính - Kế toán,Chuyên viên tài chính,2,Không công tác,Không,19100000,9,13,5,5,4,2,4,2,0,1,10,2,1,0,2,Không
NV20260149,31,Nam,Ly hôn,Hà Nội,Thử việc,Cao đẳng,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,2,Không công tác,Không,21600000,9,1,2,4,3,2,3,3,3,2,12,3,2,2,2,Không
NV20260150,31,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,1,Ít,Không,14200000,10,2,2,3,2,4,4,4,3,3,1,1,1,0,1,Không
NV20260151,38,Nam,Độc thân,Đà Nẵng,Thử việc,Tiến sĩ,Marketing,Nhân sự,Trưởng nhóm nhân sự,4,Không công tác,Không,30500000,8,5,2,3,5,4,3,3,3,2,19,8,4,3,4,Không
NV20260152,37,Nam,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Tài chính,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Thường xuyên,Có,19300000,6,4,4,2,3,1,4,3,1,1,19,1,1,1,1,Có
NV20260153,35,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,2,Thường xuyên,Có,21200000,9,1,4,3,3,2,4,2,5,4,13,3,2,1,3,Không
NV20260154,20,Nam,Độc thân,Hải Phòng,Toàn thời gian,Đại học,Nhân sự,Tài chính - Kế toán,Kế toán viên,1,Không công tác,Không,14400000,11,4,1,4,2,2,3,4,3,1,2,0,0,0,0,Không
NV20260155,26,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,THPT,Tài chính,Marketing,Chuyên viên marketing,3,Không công tác,Không,23600000,9,10,5,4,2,3,3,3,3,2,8,6,3,1,5,Không
NV20260156,36,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,3,Không công tác,Có,23300000,13,14,3,2,4,3,2,3,2,1,7,6,5,2,5,Không
NV20260157,32,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Thạc sĩ,Nhân sự,Kinh doanh,Quản lý kinh doanh,1,Không công tác,Không,19200000,3,5,5,4,2,5,3,3,0,2,12,1,1,1,1,Không
NV20260158,35,Nam,Độc thân,Bình Dương,Toàn thời gian,Đại học,Tài chính,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Ít,Có,23800000,10,6,3,3,2,3,3,2,2,1,10,6,4,1,3,Không
NV20260159,27,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Vận hành,Nhân viên vận hành,2,Không công tác,Không,17800000,14,13,3,5,3,3,5,2,3,0,6,3,1,2,1,Không
NV20260160,20,Nữ,Ly hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Vận hành,Điều phối viên,1,Không công tác,Không,14200000,4,15,5,4,4,3,3,4,4,1,2,0,0,0,0,Không
NV20260161,24,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Nhân sự,Chuyên viên tuyển dụng,1,Thường xuyên,Không,14100000,7,7,2,4,1,1,4,5,4,3,0,0,0,0,0,Không
NV20260162,27,Nam,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,1,Ít,Không,10800000,4,6,3,3,4,3,3,2,4,3,1,1,0,1,1,Không
NV20260163,27,Nữ,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,3,Ít,Không,18800000,6,2,4,2,4,4,4,2,3,4,6,4,2,3,2,Không
NV20260164,26,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,3,Ít,Không,22100000,9,3,3,3,3,4,3,5,4,3,5,5,4,4,4,Không
NV20260165,27,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,3,Thường xuyên,Có,22600000,5,26,3,4,2,4,3,2,4,2,9,7,4,3,4,Có
NV20260166,32,Nữ,Ly hôn,Đà Nẵng,Toàn thời gian,Cao đẳng,Kinh tế,Nhân sự,Trưởng nhóm nhân sự,3,Thường xuyên,Không,23500000,13,9,4,3,5,2,4,2,6,2,12,6,2,4,2,Không
NV20260167,20,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Kinh tế,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Có,14200000,4,20,3,3,3,2,5,3,4,0,0,0,0,0,0,Có
NV20260168,24,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Marketing,Chuyên viên nội dung,1,Ít,Có,11200000,9,2,4,2,4,3,1,2,5,2,0,0,0,0,0,Có
NV20260169,30,Nữ,Độc thân,Đà Nẵng,Hợp đồng xác định thời hạn,Đại học,Marketing,Kinh doanh,Trưởng nhóm kinh doanh,2,Ít,Không,17000000,8,7,2,4,2,3,5,2,2,1,5,2,1,1,1,Không
NV20260170,30,Nam,Đã kết hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Thường xuyên,Không,21100000,7,13,5,4,3,2,4,3,3,1,11,3,2,1,2,Không
NV20260171,39,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Nhân viên vận hành,3,Không công tác,Không,25500000,8,1,4,2,3,4,3,2,5,1,17,7,2,4,3,Không
NV20260172,41,Nam,Đã kết hôn,Đà Nẵng,Toàn thời gian,Đại học,Kinh tế,Nhân sự,Chuyên viên tuyển dụng,4,Ít,Không,29500000,18,5,4,4,3,2,3,4,3,3,14,8,5,5,4,Không
NV20260173,34,Nữ,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Kỹ thuật,Kinh doanh,Nhân viên kinh doanh,2,Ít,Có,22000000,9,6,2,3,4,4,5,3,0,5,12,2,1,1,1,Không
NV20260174,21,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Marketing,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,10600000,12,15,2,4,3,5,3,3,1,1,3,1,1,1,1,Có
NV20260175,28,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Tài chính,Công nghệ thông tin,Kỹ sư dữ liệu,1,Không công tác,Không,10700000,16,3,3,3,1,4,3,3,0,1,0,0,0,0,0,Không
NV20260176,39,Nam,Độc thân,Hà Nội,Thử việc,Đại học,Kinh tế,Marketing,Trưởng nhóm marketing,5,Không công tác,Không,36700000,14,5,4,3,3,2,3,4,4,4,21,13,11,6,10,Không
NV20260177,28,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,1,Không công tác,Không,11500000,7,1,2,2,3,4,5,3,2,3,0,0,0,0,0,Có
NV20260178,43,Nam,Độc thân,Hà Nội,Toàn thời gian,Đại học,Marketing,Nhân sự,Chuyên viên tuyển dụng,2,Ít,Có,27300000,5,11,3,3,2,1,4,3,2,2,20,2,1,1,1,Không
NV20260179,28,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Thạc sĩ,Tài chính,Nhân sự,Trưởng nhóm nhân sự,2,Ít,Không,17100000,6,16,3,4,3,4,5,5,4,0,4,3,2,2,2,Có
NV20260180,25,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Thử việc,Đại học,Kinh tế,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Không công tác,Không,21700000,11,25,3,2,5,4,4,3,2,5,5,5,2,3,2,Không
NV20260181,30,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Trưởng nhóm kỹ thuật,1,Ít,Không,17700000,15,4,4,4,4,5,1,3,2,1,9,1,0,1,1,Không
NV20260182,22,Nam,Đã kết hôn,Cần Thơ,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,2,Ít,Không,16600000,12,12,3,3,4,4,4,3,3,1,4,2,1,1,1,Không
NV20260183,24,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Marketing,Trưởng nhóm marketing,3,Không công tác,Không,21700000,8,10,4,4,3,5,2,4,2,3,6,4,2,1,2,Không
NV20260184,39,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Marketing,Vận hành,Nhân viên vận hành,4,Không công tác,Không,29700000,14,10,4,3,4,3,3,3,3,3,17,9,5,5,3,Không
NV20260185,26,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Không,16200000,12,14,3,3,5,5,2,5,3,2,2,2,2,2,1,Không
NV20260186,42,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Khác,Kinh doanh,Trưởng nhóm kinh doanh,3,Ít,Có,28500000,4,3,4,4,5,3,3,2,2,1,22,5,4,3,3,Không
NV20260187,27,Nam,Độc thân,Bình Dương,Thử việc,Đại học,Công nghệ thông tin,Công nghệ thông tin,Lập trình viên,1,Thường xuyên,Có,11200000,6,5,4,4,4,5,2,2,3,1,0,0,0,0,0,Có
NV20260188,22,Nữ,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Nhân sự,Kinh doanh,Quản lý kinh doanh,1,Ít,Không,13300000,8,11,2,4,3,3,2,4,2,6,0,0,0,0,0,Không
NV20260189,30,Nữ,Độc thân,Hải Phòng,Thử việc,Đại học,Kỹ thuật,Tài chính - Kế toán,Kế toán viên,3,Ít,Có,22600000,9,17,4,5,5,3,3,4,0,1,11,6,3,2,2,Không
NV20260190,32,Nam,Độc thân,Đà Nẵng,Toàn thời gian,Đại học,Marketing,Kinh doanh,Quản lý kinh doanh,2,Ít,Không,18200000,12,11,5,4,2,3,3,2,1,0,3,2,1,1,2,Không
NV20260191,24,Nữ,Đã kết hôn,Đà Nẵng,Toàn thời gian,Thạc sĩ,Kinh tế,Kinh doanh,Quản lý kinh doanh,1,Ít,Không,12500000,11,12,4,4,2,1,4,2,3,0,0,0,0,0,0,Không
NV20260192,32,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Khác,Công nghệ thông tin,Kỹ sư dữ liệu,2,Ít,Không,22800000,11,6,4,5,4,3,4,3,1,2,9,3,1,2,2,Không
NV20260193,35,Nữ,Độc thân,Đà Nẵng,Toàn thời gian,THPT,Kỹ thuật,Vận hành,Nhân viên vận hành,3,Không công tác,Không,27400000,11,4,3,4,3,4,4,3,3,1,11,4,1,1,2,Không
NV20260194,37,Nữ,Độc thân,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Công nghệ thông tin,Vận hành,Điều phối viên,5,Không công tác,Có,35100000,5,11,2,3,2,4,4,3,5,3,19,16,7,11,6,Không
NV20260195,31,Nam,Độc thân,TP. Hồ Chí Minh,Thử việc,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Có,23000000,16,14,4,4,3,3,3,3,3,2,10,7,4,3,3,Có
NV20260196,23,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Công nghệ thông tin,Kỹ sư kiểm thử,1,Không công tác,Có,12400000,6,4,4,4,4,4,5,3,3,4,1,1,1,1,1,Không
NV20260197,28,Nữ,Độc thân,Cần Thơ,Toàn thời gian,Đại học,Kinh tế,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Có,17500000,10,15,3,5,3,3,2,2,6,1,4,3,2,2,1,Có
NV20260198,33,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Khác,Công nghệ thông tin,Kỹ sư kiểm thử,2,Không công tác,Không,19000000,8,8,4,5,4,4,4,3,4,4,5,2,1,1,1,Không
NV20260199,24,Nam,Độc thân,Hải Phòng,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Kinh doanh,Nhân viên kinh doanh,2,Thường xuyên,Không,15900000,12,9,4,5,3,4,4,3,4,2,6,2,1,1,1,Không
NV20260200,33,Nam,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Tài chính,Tài chính - Kế toán,Trưởng nhóm tài chính,2,Không công tác,Không,20300000,10,17,3,3,4,4,2,4,2,3,10,3,1,2,2,Không
NV20260201,42,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,THPT,Công nghệ thông tin,Kinh doanh,Trưởng nhóm kinh doanh,3,Thường xuyên,Không,21900000,10,16,4,3,3,4,2,3,1,0,7,6,3,5,3,Không
NV20260202,26,Nam,Ly hôn,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Nhân sự,Vận hành,Điều phối viên,1,Không công tác,Không,14200000,13,5,2,4,4,3,2,2,6,1,0,0,0,0,0,Không
NV20260203,32,Nam,Độc thân,Hà Nội,Hợp đồng xác định thời hạn,Đại học,Kinh tế,Công nghệ thông tin,Trưởng nhóm kỹ thuật,3,Ít,Có,22300000,12,21,5,3,1,2,2,4,2,3,11,6,4,2,3,Không
NV20260204,34,Nữ,Độc thân,Hà Nội,Toàn thời gian,Đại học,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Không,23000000,6,13,3,3,3,2,4,1,3,2,7,7,4,2,3,Không
NV20260205,37,Nữ,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Công nghệ thông tin,Công nghệ thông tin,Kỹ sư dữ liệu,3,Ít,Không,27100000,6,1,3,4,2,3,1,3,1,0,19,6,3,4,5,Không
NV20260206,34,Nam,Đã kết hôn,Bình Dương,Toàn thời gian,Đại học,Kỹ thuật,Vận hành,Trưởng nhóm vận hành,3,Ít,Không,25000000,11,26,4,5,2,2,5,3,4,1,12,7,4,5,6,Có
NV20260207,27,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,1,Ít,Không,13100000,10,9,3,2,2,3,5,5,6,3,1,1,1,0,0,Có
NV20260208,28,Nữ,Ly hôn,Cần Thơ,Toàn thời gian,Đại học,Marketing,Vận hành,Điều phối viên,2,Thường xuyên,Không,18500000,13,6,4,3,3,4,5,1,3,3,10,2,1,1,2,Không
NV20260209,38,Nam,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Thạc sĩ,Công nghệ thông tin,Chăm sóc khách hàng,Trưởng nhóm chăm sóc khách hàng,2,Ít,Không,23900000,6,10,4,3,5,1,4,4,0,6,19,2,1,1,2,Không
NV20260210,45,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Đại học,Công nghệ thông tin,Nghiên cứu và Phát triển,Kỹ sư R&D,4,Ít,Không,33000000,10,13,3,4,2,4,3,3,5,3,27,12,8,2,4,Không
NV20260211,32,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Đại học,Marketing,Marketing,Chuyên viên marketing,3,Không công tác,Không,22100000,13,20,4,3,2,2,1,4,3,3,6,6,5,4,4,Có
NV20260212,29,Nữ,Độc thân,Hà Nội,Toàn thời gian,Cao đẳng,Công nghệ thông tin,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,3,Ít,Không,22800000,7,7,4,4,3,3,3,3,4,1,5,5,4,2,2,Có
NV20260213,28,Nam,Độc thân,Hà Nội,Toàn thời gian,Thạc sĩ,Nhân sự,Kinh doanh,Nhân viên kinh doanh,1,Không công tác,Không,17700000,12,6,4,3,4,4,4,4,4,0,8,1,1,0,1,Không
NV20260214,29,Nữ,Độc thân,Cần Thơ,Hợp đồng xác định thời hạn,Cao đẳng,Tài chính,Marketing,Chuyên viên marketing,4,Không công tác,Không,25900000,10,3,5,5,3,2,3,3,3,3,9,8,7,6,5,Không
NV20260215,30,Nam,Độc thân,TP. Hồ Chí Minh,Hợp đồng xác định thời hạn,Cao đẳng,Kinh tế,Marketing,Chuyên viên nội dung,4,Thường xuyên,Có,27200000,6,3,2,5,5,2,5,3,5,1,12,9,4,7,7,Có
NV20260216,34,Nữ,Đã kết hôn,TP. Hồ Chí Minh,Toàn thời gian,Đại học,Nhân sự,Marketing,Chuyên viên marketing,4,Thường xuyên,Có,30400000,11,8,4,3,2,5,4,4,3,2,16,10,7,8,3,Không
NV20260217,20,Nam,Đã kết hôn,Hà Nội,Toàn thời gian,Cao đẳng,Nhân sự,Chăm sóc khách hàng,Nhân viên chăm sóc khách hàng,1,Không công tác,Không,12200000,17,3,4,1,4,4,1,4,6,1,0,0,0,0,0,Không
